406088|||매화는 꺾이지 않는다.\n설령 그게 다른 세계더라도\n표지는 네이버 시리즈 화산귀환 단행본 1권에</entropia>
404104|||"Submit willingly and become a broodmare!"\n"Ah, ah, no...♥"|||
342736|||Starting at the age of 19, some men develop 'TS Disease' and transform into perfect female bodies.\nIt is said that those who catch this disease must perform 'special military service' to survive legally...\nSo, on my 19th birthday, I became a woman.\nAnd three days later, I enlisted in the army.\n* This novel is set in a fictional world. It differs significantly from the real military.\n* Cover AI generated.|||
405092|||The older sister I met in the countryside when I was young turned out to be a succubus.\nI don't really know what it is, but she says we made a contract. She says the price has already been paid.\n...Nothing bad will happen, right?|||
379583|||There is no such thing as an ordinary high school student.\nThat kid who keeps sleeping in the front seat is a superhero.\nThat kid who misses school often because of a weak body is a magical girl.\nThat cute-looking boy... is he a victim of stalking?\nAnd for some reason, this girl who has been staring at me since earlier is...\nA mind reader!\nAdmiring my brilliant deduction (delusion)...\n"You're amazing. How did you know?"\nHuh?\nA youth daily life romantic comedy about slightly unusual kids in a strange school!|||
384876|||Jeong Hyeona, a person with the ability to see the future.\nBecause of the ability she started using without knowing any better, she lived her life until high school graduation being misunderstood as a genius among geniuses.\nThen one day, she was drawn into participating in a recruitment post for 'Abyss,' the agency of a VTuber she watched as a hobby.\nFor some reason, she got the green light immediately and debuted as Hoshimiya Rie, the shrine maiden who sees the future...!|||
368086|||[This fan fiction contains spoilers for Trickcal Revive!]\nI had failed.\nI couldn't save everyone.\nBut...\nI was given one more chance.\nThis time, I will lead everyone to a happy ending,\nmaking everyone happy.\nEven if it costs me my life.\n(All profiles were commissioned.)\n(Update cycle is random!!!!)|||
403953|||If you read this, you're a Ducati order too.|||
404209|||I became the continent's greatest mage, built an empire, and then returned to Earth.\nTime passed, and I returned to the other world after 200 years.\nThe massive empire I had built had fallen, and I was recorded in history as the worst emperor.\nAnd even in such a situation, there was bound to be someone who had been waiting only for me.\n*Cover is by Frena!|||
223978|||Yeah|||
402201|||“The Deep State actually exists?”\nBefore I died, I was a black agent fighting for my country from the shadows.\nAnd when I opened my eyes—\nMy consciousness had inhabited the body of Lee Jingyeong, an ordinary middle school student in the 'Han-eol Freedom Republic,' a parallel world where mystery magic exists.\nBut it was strange.\nThe history of this world was eerily similar to the world I lived in.\nDictatorship, coups, economic crises... and another invisible power.\nAnd at the center of it all was\n"Soha," a massive foundation that controlled all art and education.\nAnd there was Soreos, the philosopher that the foundation worshipped.\nMusic that seeps in softly.\nMelodies that erode consciousness.\nAnd—brainwashing.\nI resolve once again.\nIn this life, I will uncover the truth.\nEven if what awaits at the end\nis the invisible nation and 'those' who move the world.\nThe reincarnator's goal is to be a black agent.\nThis time, I will definitely reach the truth.|||
404613|||"Saintess, it's time to trim your horns!"\n"I don't want to! Trimming horns takes too long!"\n"Ah! Don't run away!!"\nA calm(?) daily life of a little saintess and a reincarnated priest.|||
403305|||Northern snowfields. I possessed the Demon Grand Duke leading the barbarians.\nTo prevent the destruction of this world, there is only one thing I can do.\nSeduce the Lady Commander and form an alliance.\nA powerful alliance that will never be broken.|||
385329|||I woke up as a clone of the protagonist.\nThe kind that tries to kill the protagonist later, only to be redeemed as an ally and die.\n#Cover was created by StringInstrumentFollower.|||
370950|||[Selected for Naver Best League in just 2 weeks! Thank you for your support.]\n“Who are you?”\n the moment you answer that question, the world collapses.\n**Rine is a witch.**\n**The end of the world is near.**\n&gt; “I will forgive your sins.”\n&gt; “I’m so sorry... for not keeping the promise of that day.”\n&gt; “I will... set you free.” vs “I will come to take your freedom away.”\nA completely different kind of shock, unlike anything seen in other web novels.\nA world where the boundary between daily life and the unreal has blurred.\nAnd **conflict**.\nPeaceful on the surface,\nbut dangers and endless incidents continue to emerge.\n**Modern era, 21st century.\nProphecy. The time of the end.**\nAs the moment approaches,\nwhat is the choice of 'Ji-yeon,' the boy who wished for freedom?\n**Will he destroy it?**\nNow.\nLet the game for the fate of the world begin.\n"Did you really xxx everything?"\nI'll show you what crazy is.\nBring it on.|||
402432|||I became the Golden Tower Master of a stupid fantasy world.|||
405485|||"Childhood innocence is truly mysterious."\nOne day, Pororo and his friends are kicked out of their snowy village due to the corruption and conspiracies of Kieru Corporation. 10 years later, the story begins from the point where Pororo is a middle school student. It is an era where heroes who kill and eliminate villains are in the spotlight, rather than child actors, innocence, and heroes who plant dreams and hope like Pororo. The popularity of Tobot and the magical girl idol group Stellive is skyrocketing. Using his Hero EP Watch, Pororo seeks his own innocence and dreams while ignoring the missing Crong, social corruption, and the horrific truth. The meeting of Pororo, Stellive, and Tobot.|||
405873|||In the country that loved me, and the country I loved, I was abandoned.|||
403136|||I'm just an ordinary person living in a non-mainstream city in another world, but all my companions are world-class munchkins. How far is this going to escalate!!!!!!|||
395795|||Real-time gallery monitoring and management. No educational requirements. Hourly wage decided after interview. Dormitory provided.\nBut if the workplace was another world, you should have told me that first, you crazy Creator God.|||
399536|||Bear-dori, Bear-suni, let's go on a trip~\n\Pina, I'm going on a trip~ I'll be back through the Bear Gate anytime, don't worry\\n"Where is the Bear Lady going on a trip? My granddaughter wants to go too, I'll pay any amount, can't you take her?"\ No! I'm only going on a trip with Bear-dori and Bear-suni!\n\Then let's go, Bear-dori, Bear-suni~ We're going on our own fun trip!/\n\Bear-dori, Bear-suni, this is called a dumpling! Try this!, Now let me try it too, Nom nom~!/\n*Yuna, Bear-dori, and Bear-suni's otherworld trip begins! \n*This work is a fanfic story of Kuma Kuma Kuma Bear (Japanese original).\n*Cover: AI|||
316717|||Popular streamer Moya-mo returning to Grape Academy?\n"What if I, a popular streamer, hide my identity and enter the academy?!"\nHowever, unlike the peaceful academy life I expected, am I struggling between the forces threatening the world and the forces stopping them?!\nThe story of "Dragon Arc," which wants to rule paradise, and "Lumina Crus," which stops them.|||
402883|||The only gallery in the world.\nWelcome to the Republic of Korea Apocalypse Gallery.|||
392166|||Even if this world ends, I will protect you all.\nHer and the children's desperate forced march begins.|||
404908|||Ju Jinkwon and Hyun Yueun attend the same apartment complex and the same high school, but their personalities are complete opposites. One day, a national disaster strikes South Korea, and the two meet for the first time in an underground shelter. Will they be able to overcome the crisis and survive?|||
405275|||I came out to human society for the first time, but what greeted me was human malice. I almost ended up failing to keep my master's dying wish, but the help I received was human selfish goodwill.\nCan Baran, who lived in the forest his whole life, live well in human society?|||
52345|||A story passed down to us who live through countless ages, 『Chronicles of the Four Seasons』.\nIt turns and turns,\nnot staying in one person's life,\nendlessly speaking to someone,\na warm yet sad, one-of-a-kind story.\nDedicated to all existence,\nas a hymn and a song of mourning,\nit ends everything and begins to sing.\nSo,\nif there is anyone who wants to hear,\nlift your head and look.\nWhere all stories begin,\n『Chronicles of the Four Seasons』!|||
405323|||Perhaps in the near or distant future, the day of the new millennium in the city of the Mirror World.\nThe dimension emitter of the old Library of Ruina, now Limbus Library, malfunctioned and moved to a strange space. And...\n"Seoul...? South Korea?... What is all this?"\nI moved to a place that is much more of a paradise and a strange place than the city. And...\n"Eek!... What on earth... who are you, Director?..."\nI got a slave for the new LCL department.\nSweet.\n※ It's basically just a rant. A self-satisfaction post, read it or don't... Honestly, I'm writing this to vent and relieve stress because I feel like I'm going crazy trying to beat Chapter 9.|||
405448|||I wanted to protect your smile.\nIf I could keep you by my side, I could be as selfish as I wanted.\nThat's why I lifted my sword.\nA selfish sword, for you more than anyone else in this world.\n-----\nCover was created using AI.|||
405825|||A story of a grandfather from the 2100s who lived a modern life, reminiscing about the past while talking to his grandchild.\nHe explains the things he experienced and felt to his grandchild, Doyun.|||
353807|||A road movie that borrows the framework of fantasy between the Gumiho Seolwol and the human Kiriel.\nCover was drawn by author Cho.|||
405814|||If you have no goal to achieve, become a god for me.|||
404415|||A top-tier man goes to a gender-reversed world!|||
369750|||'Free Wings,' an organization that protects or judges people from dimensional threats.\nI am the head of this place... the captain, and today I'm trying to save other people again... Huh?\n'Sorry, Captain...'\nI was going to do a mission today, but the members forced me to another dimension, saying I should rest a bit!!!\nSo, I'm forced to take a break in another dimension...?\nWait. This dimension... I remember this place had endless problems before...?\nHahahaha!!!\nVacation, my foot!! I'm throwing away the vacation you guys forced on me and continuing to help people in my own way!!\nThis strongest person ends up going to save people again without resting....\nGet some rest, you damn Adus.\n(This novel is a side story of the Dimensions novel. You don't need to read the main story.)\n[Dimensions Part 3 Side Story 7]\n[Cover: Void]\n(This cover was created via Novel AI and is available for commercial use.)|||
402160|||A mage who made an absurd plan to steal a Servant's body.\nHe participates in the 4th Holy Grail War for his purpose.\nAs he summons the Assassin Jack the Ripper, the course of the Holy Grail War changes drastically.|||
404200|||I've been cursed so that if I don't kiss my sisters three times a day, I go blind.\nIs it just my imagination that my older sister's demands are getting more extreme?|||
386637|||The war period of Joseon. The Crown Prince tried to maintain a precarious peace through diplomacy, but an unidentified plague that started in a small mountain village covers the nation.\nRed spots covering the skin,\nendless burning fever and pain,\nand beings that revive after death...\nThey were no longer human.\nMonsters craving flesh and blood,\nroaming the night like shadows, attacking survivors.\nThe court tried to hide this disaster,\nand the military blocked it, but the plague had already spread.\nThe last resort pulled out from endless chaos —\nPark Gangsu, a female warrior with the blood of a Gumiho.\nDispatched as the captain of the Dogam army,\nshe begins to uncover the truth while cutting down monsters with her blade and intuition.\nThe monsters are not just simple zombies.\nHidden conspiracies, political secrets,\nsupernatural powers, and human desires intertwine,\ndragging Joseon into deeper darkness.\nWho will survive in this world where war, plague, mystery, and suspense intersect?\nAnd what is the truth hidden at the end of the red night?\nHowever, on the night the red moon rose,\nthe city began to be tested.\nMonster attacks, death and mutation,\nand the power one had to choose to survive.\nA family with Gumiho bloodline,\nCrown Prince Kim Iseo, who carries the throne while hiding his identity,\nand Lee Seulbit, who holds the remnants of light.\nAt first, they fought to protect the people.\nThey formed alliances, developed weapons,\nand endured until the end against the test of the red moon.\nBut—\nthe real threat began after the battle ended.\nCelia, a being revived from ancient times.\nShe does not rule by force.\nShe comforts, understands,\nand makes you believe you chose it yourself.\nAs a result,\nthe hero became a subordinate,\nthe family harbored cracks,\nand the city began to quietly reorganize under different rules.\nIf you resist, you disappear,\nif you accept, you become comfortable.\nThere is only one way to survive in this world.\nWill you remain human until the end,\nor will you choose to become a better being?\nAnd the only one who realized everything—\nLee Seulbit begins to ask.\nIs this salvation,\nor a disaster to become a god?\nA story of the world after the red moon,\nwhere corruption becomes daily life,\nand choices become weapons.\n“When the desire to live becomes the cause, what is the end…”|||
403196|||23XX, a terrorist attack occurred at CFC, which has the greatest influence in the world after NUN (New UN). Can Dong-young, a CFC researcher, escape from CFC?|||
179517|||Mind Sword Lv.1 [Unique]\n[The most powerful sword is the sword of the mind, which has no form. If you attain that realm, blindness is not a big problem]\nNo.\nIt's a very big problem.\n*All covers and illustrations for this novel were created via Novel AI and are available for commercial use.|||
385378|||This is the final 3rd part of the Eight Jewels series.\nPart 1 depicted the process of six humanities living in different worlds being unified as the Samdocheon opened.\nIt was a work that blended fantasy worlds with our culture against the backdrop of the Middle Ages.\nPart 2 is similar to the Age of Discovery. The unified world from Part 1 was called Atlantis, and the background is an era where many problems arise due to the rapid development of material civilization.\nBecause of this, people started sailing to the distant sea and finally discovered the continent where modern humans live.\nIt depicted the conflict and agony that occurs through the meeting of past humans and modern humans.\nHowever, past humans could not abandon their selfish and greedy appearance, eventually facing the tragedy of the continent's sinking.\nIn Part 3, the villain from Part 2, Snake Satan, is reborn as a new person through punishment over a long period of 10,000 years.\nThe past humans who survived in Part 2 have the ambition to rule the world with a civilization more advanced than modern humans.\nThey are called Civilization Designers.\nThe protagonist and Snake Satan fight against Aka's conspiracy to prevent the tragedy of Atlantis from repeating.\nCan modern humans avoid destruction?\nThe answer lies in the Eight Jewels.|||
405554|||Long ago, works created by great creators existed.\nBut now they are polluted, corrupted, and grotesque.\nSo... it's time to retrieve the grotesque items.|||
316970|||Blood Tribe\nA race on the planet Blood Castle. That Blood Castle was destroyed by the king, Killbus, and the remaining tribe members are Killbus, Ino Kengo, Kobara Mitsuomi, Saiga Ryouka, Evolto, and Banjo Ryuga, a human with Evolto's genes. Even then, everyone except Evolto and Banjo Ryuga is dead. And Evolto and Killbus are my older brothers.|||
337126|||「Remake」\nWork In Progress.|||
348240|||I was just living in a quiet countryside.\nWithout wishing for anything in particular, just peacefully.\n"Ah, I wish I could use mana."\nThen I would have no regrets.\nAnd not long after, I got it.\nIt felt like the world was truly blessing me.\nI thought my efforts were finally paying off.\n"You only have 3 years left!"\n"Yes?"\nUntil I was dragged into an academy I didn't even think about and suddenly diagnosed as terminally ill.|||
399013|||To the Saintess of Water, Gyo-yeong, life was a series of terrible sensations, as if submerged in cold water all day long.\nRavincia, an incubus she accidentally took in from the northern snowfields, was the only 'breathing hole' to relieve that suffocating pain.\nThat day, Gyo-yeong took a comfortable breath for the first time in her life.\n"The energy of mine flowing in your body is what makes you intoxicated."\n"……You could just order me, but you're the first Saintess to explain it to me."\nA story of a cold Saintess and an innocent incubus who became each other's only sanctuary.\nAnd, other Saintesses also begin to show interest in her.\n*Cover was created with NovelAI.|||
402622|||A story about the meeting and journey of a boy who couldn't do anything and a dragon with mysterious and extraordinary abilities.|||
405497|||A tower appeared inside Blue Archive?! \nAnd the students summoned to the tower, and what will be Aris's fate?|||
394321|||Let's fly.|||
402774|||A world divided into those with power and those without.\nThe beliefs of characters who reject their fate\nbegin to stir within the time allowed to one child.\nOne who hears the resentment of those who have passed\nOne who realized the principles of the world late\nOne who is given a meaning to live\nThere are already many heroes in the world,\nand now it is time to choose one of their beliefs.\nMay your choice be the right one under the protection of the first emperor.|||
236165|||Enhanced human C4-621, who lived with a leash held by someone.\nAfter becoming the Liberator of Rubicon 3, she falls into Kivotos and becomes a sensei who now takes care of others.\n"Sensei. There is work to be done."\n※ The crow drawing on the cover uses the Raven's emblem from Armored Core 6: Fires of Rubicon, modified and added with original parts.|||
395878|||I reincarnated and became a chuunibyou White Dragon Emperor. It's a world with crazy power balance, so I tried hard to get stronger and then life became bearable. \n※ There might be a lot of narration.\nBe careful as the beginning is likely to be boring.|||
404403|||Date A Live world, a world where mysterious spirits and mysterious monsters coexist.\nThere is someone who defeats the mysterious monsters (Smash)... That person was known as Kamen Rider Build.\nAST members and Fraxinus members are wary of the mysterious monsters (Smash) and the person called Kamen Rider Build who appeared with them.\nBut... it was an unexpected person... That person was none other than Kiryu Sento, who transferred to Raizen High School.|||
405679|||I possessed the novel 'Academy's Genius of Talent' that I was reading. Usually, when you see something like this, you possess the protagonist. Protagonist, my foot. I possessed the boss of the organization that always bullies the protagonist and terrorizes the academy. I don't know the ending, but it's probably an ending where the protagonist destroys this organization and smashes evil, like other novels. Now that it's come to this, I have to survive somehow.|||
405680|||A regressor's old memories, groping through the past\nAnd a small story.|||
402129|||『Neon Shogun: Bubble Empire』\nI fell into a game world.\nTokyo, 1989, with a sword in my hand.|||
381615|||A story of a hikikomori TS girl becoming a human in the apocalypse.|||
394556|||There must be a reason why you're doing this to me.|||
402967|||I just raised the level of otherworld novels a little bit........\n#Furry: Crusade! It's a crusade! Divine punishment to the heretics who like those furry things!\n#TS: What are you doing! If you drink that medicine wrong, your gender will change!\nI know.\n#Trap: The number of people looking for male adventurers who look like women has increased rapidly! Originally, they were ignored for being weak, but now they say that's better....?\n#Yuri: Rebels are storming the castle demanding a law prohibiting male intrusion between yuri!\n#Ghost story: There is no rule that you shouldn't look at the ceiling in the Demon King's castle. So anyone, please come!!\n#Marine Literature: Forbidden knowledge from the Necronomicon brings threats to the world again........\nSomething seemed to have gone very wrong.|||
405353|||Mating. That was the only wish of Barak, King of the Great Mountains.\n"I'm sorry, but you're too ugly. Well, if you catch a dragon, I'll think about it."\nOrc Barak, who was rejected a hundred times, leaves for the human world to become an adventurer.|||
5030|||Eccentric Cosmos Salvation [Eccentric Cosmos Salvation]\nA war breaks out between those who are scientifically omnipotent, performing at will: 6th stage civilization on the Kardashev scale, infinite power, perpetual motion machines, precognition, resurrection and happiness, void extraction, Hilbert-like paratam spacetime control, manipulation of information and spacetime, and operation of a true artificial afterlife (Omega Point).\nMy Nigrato Universe has been evaluated as the best worldview. This Eccentric Cosmos Salvation has been called the SF of the era. It may be an overpraise, but I find meaning in having heard it.\nOrdinary man Lee Eun-hyuk is kidnapped into the vast world of the Eccentric Cosmos. It is my favorite work. It is an antithesis to cosmic horror.\nSF fantasy space opera super munchkin. Treat side stories as independent short stories.\nEccentric Cosmos Salvation is a piece I have been conceiving since 4th grade of elementary school. There were other versions before, and I have been writing this text since 2010.\nIt was more of a scribble game than a conception. This Eccentric Cosmos Salvation came from the memories of role-playing with my younger sibling, so I hope readers will be happy reading it as I was happy with Eccentric Cosmos Salvation.\nThe title Eccentric Cosmos Salvation came to me suddenly when I was in middle school. ישע means salvation in Hebrew.\nThe cover was drawn by Windows 11 pro Copilot with the character Galaxy Young from the work.|||
403026|||I'm writing this with the theme of a full-scale vent, corporal punishment, and dirty show of a lesbian younger sister who has suffered from mentally ill women.\nMob/gangbang/rating/corporal punishment/smut/dirty talk/development/mental modification/flesh slave/infantile regression/sm/sexy/dirty caution/scat professional\nIt's a fictional story.|||
394804|||Some wanted a cure for a lover's incurable disease\nSome wanted a stronger magic spell to surpass the heavens\nFor those who desperately wanted knowledge, an [Invitation] was placed in their arms at some point. \n(This is a tower I'm serializing to recover my weekday serialization! So the length is a bit short)|||
402607|||I'll write the Chuunibyou White Dragon side story here. And I'll also start writing other routes.|||
